id,POA_CODE_2016,postcode,region,SSC_CODE_2016,SSC_NAME_2016,state,Dwellings,Population,AREA_SQKM,MB_COUNT,suburb,Town Postcode combo,POA crosses state border,long,lat,regionName,brandName,serviceName
location:6430:hannans,6430,6430,goldfields,50609,Hannans,Western Australia,951,2551,3.9565,32,Hannans,Hannans 6430,,121.4548879,-30.71917415,Goldfields,ABC Goldfields,local_goldfields
location:5374:hansborough,5374,5374,northandwest,40556,Hansborough,South Australia,21,42,80.8108,2,Hansborough,Hansborough 5374,,139.0646833,-34.26260518,North and West SA ,ABC North and West SA ,local_northandwest
location:5417:hanson,5417,5417,northandwest,40557,Hanson,South Australia,11,19,54.0536,1,Hanson,Hanson 5417,,138.8481867,-33.75620204,North and West SA ,ABC North and West SA ,local_northandwest
location:3675:hansonville,3675,3675,goulburnmurray,21126,Hansonville,Victoria,72,138,66.0642,3,Hansonville,Hansonville 3675,,146.2920719,-36.61082201,Goulburn-Murray ,ABC Goulburn-Murray ,local_goulburnmurray
location:2680:hanwood,2680,2680,riverina,11850,Hanwood,New South Wales,510,1259,102.6502,25,Hanwood,Hanwood 2680,,146.0261238,-34.35288975,Riverina,ABC Riverina,local_riverina
location:3360:happy-valley,3360,3360,ballarat,21127,Happy Valley (Golden Plains - Vic.),Victoria,37,83,20.2353,6,Happy Valley,Happy Valley 3360,,143.5955272,-37.72757241,Ballarat,ABC Ballarat,local_ballarat
location:3549:happy-valley,3549,3549,milduraswanhill,21128,Happy Valley (Swan Hill - Vic.),Victoria,32,81,46.4799,2,Happy Valley,Happy Valley 3549,,142.7137462,-34.70168704,Mildura-Swan Hill ,ABC Mildura-Swan Hill ,local_milduraswanhill
location:4825:happy-valley,4825,4825,northwest,31307,Happy Valley (Qld),Queensland,298,764,0.615,11,Happy Valley,Happy Valley 4825,,139.4905905,-20.74787762,North West Queensland ,ABC North West Queensland ,local_northwest
location:5159:happy-valley,5159,5159,adelaide,40558,Happy Valley (SA),South Australia,4700,11228,13.0844,135,Happy Valley,Happy Valley 5159,,138.575763,-35.07658104,Adelaide,ABC Radio Adelaide,local_adelaide
location:3453:harcourt,3453,3453,centralvic,21129,Harcourt,Victoria,402,933,28.5293,16,Harcourt,Harcourt 3453,,144.2583403,-36.99346691,Central Victoria,ABC Central Victoria,local_centralvic
location:3453:harcourt-north,3453,3453,centralvic,21130,Harcourt North,Victoria,131,262,63.5941,7,Harcourt North,Harcourt North 3453,,144.2761622,-36.95107504,Central Victoria,ABC Central Victoria,local_centralvic
location:2587:harden,2587,2587,riverina,11851,Harden,New South Wales,1027,2032,14.2196,41,Harden,Harden 2587,,148.3697152,-34.54640394,Riverina,ABC Riverina,local_riverina
location:5575:hardwicke-bay,5575,5575,northandwest,40559,Hardwicke Bay,South Australia,276,130,22.2209,16,Hardwicke Bay,Hardwicke Bay 5575,,137.4726959,-34.90225442,North and West SA ,ABC North and West SA ,local_northandwest
location:5422:hardy,5422,5422,northandwest,40560,Hardy,South Australia,3,3,372.405,1,Hardy,Hardy 5422,,139.2678465,-32.99385621,North and West SA ,ABC North and West SA ,local_northandwest
location:2257:hardys-bay,2257,2257,centralcoast,11852,Hardys Bay,New South Wales,182,229,0.606,9,Hardys Bay,Hardys Bay 2257,,151.3549007,-33.52718325,Central Coast,ABC Central Coast,local_centralcoast
location:2650:harefield,2650,2650,riverina,11853,Harefield,New South Wales,54,149,205.5691,3,Harefield,Harefield 2650,,147.5537186,-34.97706406,Riverina,ABC Riverina,local_riverina
location:7307:harford,7307,7307,northtas,60259,Harford,Tasmania,33,79,79.1767,18,Harford,Harford 7307,,146.5656716,-41.2443844,Northern Tasmania,ABC Northern Tasmania,local_northtas
location:2850:hargraves,2850,2850,westernplains,11854,Hargraves,New South Wales,175,264,588.3698,18,Hargraves,Hargraves 2850,,149.3899507,-32.81625498,Western Plains,ABC Western Plains,local_westernplains
location:3806:harkaway,3806,3806,melbourne,21131,Harkaway,Victoria,299,847,12.5721,13,Harkaway,Harkaway 3806,,145.3601359,-37.99438492,Melbourne,ABC Radio Melbourne,local_melbourne
location:4350:harlaxton,4350,4350,southqld,31308,Harlaxton,Queensland,1149,2531,4.9546,44,Harlaxton,Harlaxton 4350,,151.9545572,-27.5312225,Southern Queensland,ABC Southern Queensland,local_southqld
location:4306:harlin,4306,4306,brisbane,31309,Harlin,Queensland,94,175,255.5673,6,Harlin,Harlin 4306,,152.3508994,-26.96294964,Brisbane,ABC Radio Brisbane,local_brisbane
location:3995:harmers-haven,3995,3995,gippsland,21132,Harmers Haven,Victoria,64,32,1.0294,3,Harmers Haven,Harmers Haven 3995,,145.5778873,-38.65687288,Gippsland,ABC Gippsland,local_gippsland
location:2622:harolds-cross,2622,2622,southeastnsw,11855,Harolds Cross,New South Wales,43,53,74.4661,4,Harolds Cross,Harolds Cross 2622,,149.5590085,-35.57962874,South East NSW ,ABC South East NSW ,local_southeastnsw
location:2390:harparary,2390,2390,newengland,11856,Harparary,New South Wales,14,45,98.2428,2,Harparary,Harparary 2390,,150.0540793,-30.54881622,New England North West ,ABC New England North West ,local_newengland
location:2321:harpers-hill,2321,2321,newcastle,11857,Harpers Hill,New South Wales,30,52,3.7985,2,Harpers Hill,Harpers Hill 2321,,151.4091302,-32.69918339,Newcastle,ABC Newcastle,local_newcastle
location:4630:harrami,4630,4630,widebay,31310,Harrami,Queensland,19,39,314.416,1,Harrami,Harrami 4630,,150.6924552,-24.78214324,Wide Bay,ABC Wide Bay,local_widebay
location:4625:harriet,4625,4625,widebay,31311,Harriet,Queensland,3,4,56.1073,1,Harriet,Harriet 4625,,151.5829671,-25.74825245,Wide Bay,ABC Wide Bay,local_widebay
location:3741:harrietville,3741,3741,goulburnmurray,21133,Harrietville,Victoria,266,335,116.9603,6,Harrietville,Harrietville 3741,,147.0464389,-36.90082328,Goulburn-Murray ,ABC Goulburn-Murray ,local_goulburnmurray
location:2427:harrington,2427,2427,midnorthcoast,11858,Harrington,New South Wales,1786,3032,32.9459,65,Harrington,Harrington 2427,,152.6661666,-31.86318484,Mid North Coast ,ABC Mid North Coast ,local_midnorthcoast
location:2567:harrington-park,2567,2567,sydney,11859,Harrington Park,New South Wales,3200,10706,8.0042,102,Harrington Park,Harrington Park 2567,,150.7349854,-34.02397483,Sydney,ABC Radio Sydney,local_sydney
location:2150:harris-park,2150,2150,sydney,11860,Harris Park,New South Wales,2157,5800,0.6389,87,Harris Park,Harris Park 2150,,151.0114702,-33.82228965,Sydney,ABC Radio Sydney,local_sydney
location:6225:harris-river,6225,6225,southwestwa,50610,Harris River,Western Australia,39,91,156.1257,8,Harris River,Harris River 6225,,116.1378265,-33.24837976,South West WA ,ABC South West WA ,local_southwestwa
location:6112:harrisdale,6112,6112,perth,50611,Harrisdale,Western Australia,3309,9091,5.7747,99,Harrisdale,Harrisdale 6112,,115.9323219,-32.11751696,Perth,ABC Radio Perth,local_perth
location:6361:harrismith,6361,6361,greatsouthern,50612,Harrismith,Western Australia,26,56,200.816,1,Harrismith,Harrismith 6361,,117.8643871,-32.98117912,Great Southern,ABC Great Southern,local_greatsouthern
location:2914:harrison,2914,2914,canberra,80070,Harrison,Australian Capital Territory,2818,7647,2.9168,82,Harrison,Harrison 2914,,149.1560943,-35.19908573,Canberra,ABC Radio Canberra,local_canberra
location:4350:harristown,4350,4350,southqld,31312,Harristown,Queensland,4056,8555,7.3944,125,Harristown,Harristown 4350,,151.9263639,-27.57812489,Southern Queensland,ABC Southern Queensland,local_southqld
location:4307:harrisville,4307,4307,brisbane,31313,Harrisville,Queensland,230,617,31.8657,11,Harrisville,Harrisville 4307,,152.6700757,-27.80911764,Brisbane,ABC Radio Brisbane,local_brisbane
location:5244:harrogate,5244,5244,adelaide,40561,Harrogate,South Australia,160,412,75.0783,3,Harrogate,Harrogate 5244,,138.9980455,-34.97049163,Adelaide,ABC Radio Adelaide,local_adelaide
location:3317:harrow,3317,3317,wimmera,21134,Harrow,Victoria,109,192,383.5895,9,Harrow,Harrow 3317,,141.6016058,-37.14440803,Wimmera ,ABC Wimmera ,local_westernvic
location:3616:harston,3616,3616,shepparton,21135,Harston,Victoria,82,178,42.7567,2,Harston,Harston 3616,,145.1182664,-36.46660022,Shepparton,ABC Shepparton,local_shepparton
location:5464:hart,5464,5464,northandwest,40562,Hart (SA),South Australia,17,45,105.7539,1,Hart,Hart 5464,,138.4727675,-33.75715496,North and West SA ,ABC North and West SA ,local_northandwest
location:872:hart,872,872,alicesprings,70122,Hart (NT),Northern Territory,70,174,18161.0435,5,Hart,Hart 872,,135.1675167,-23.0620344,Alice Springs,ABC Alice Springs,local_alicesprings
location:2790:hartley,2790,2790,centralwest,11861,Hartley (NSW),New South Wales,169,408,77.3296,5,Hartley,Hartley 2790,,150.1633688,-33.54101822,Central West,ABC Central West,local_centralwest
location:5255:hartley,5255,5255,adelaide,40563,Hartley (SA),South Australia,62,154,74.3419,1,Hartley,Hartley 5255,,139.0433928,-35.20995189,Adelaide,ABC Radio Adelaide,local_adelaide
location:2790:hartley-vale,2790,2790,centralwest,11862,Hartley Vale,New South Wales,29,70,20.8571,1,Hartley Vale,Hartley Vale 2790,,150.2332463,-33.53312662,Central West,ABC Central West,local_centralwest
location:2710:hartwood,2710,2710,riverina,11863,Hartwood,New South Wales,11,19,178.5047,1,Hartwood,Hartwood 2710,,145.3493277,-35.34317908,Riverina,ABC Riverina,local_riverina
location:2446:hartys-plains,2446,2446,midnorthcoast,11864,Hartys Plains,New South Wales,13,31,3.4611,1,Hartys Plains,Hartys Plains 2446,,152.6285642,-31.4763758,Mid North Coast ,ABC Mid North Coast ,local_midnorthcoast
location:6220:harvey,6220,6220,southwestwa,50613,Harvey,Western Australia,1425,3316,65.9498,66,Harvey,Harvey 6220,,115.9152615,-33.07865843,South West WA ,ABC South West WA ,local_southwestwa
location:2465:harwood,2465,2465,northcoast,11865,Harwood,New South Wales,150,301,23.5903,9,Harwood,Harwood 2465,,153.2471895,-29.41376438,North Coast ,ABC North Coast ,local_northcoast
location:5680:haslam,5680,5680,eyre,40564,Haslam,South Australia,33,63,202.5128,2,Haslam,Haslam 5680,,134.2218535,-32.46119879,Eyre Peninsula ,ABC Eyre Peninsula ,local_eyre
location:2761:hassall-grove,2761,2761,sydney,11866,Hassall Grove,New South Wales,1286,4492,1.2203,40,Hassall Grove,Hassall Grove 2761,,150.8381339,-33.73115411,Sydney,ABC Radio Sydney,local_sydney
location:2790:hassans-walls,2790,2790,centralwest,11867,Hassans Walls,New South Wales,0,0,5.3927,1,Hassans Walls,Hassans Walls 2790,,150.1539634,-33.50767626,Central West,ABC Central West,local_centralwest
location:3915:hastings,3915,3915,melbourne,21136,Hastings (Vic.),Victoria,4311,9609,25.9062,167,Hastings,Hastings 3915,,145.1841373,-38.29678744,Melbourne,ABC Radio Melbourne,local_melbourne
location:6308:hastings,6308,6308,perth,50614,Hastings (WA),Western Australia,25,37,206.4715,5,Hastings,Hastings 6308,,116.7947557,-32.54693988,Perth,ABC Radio Perth,local_perth
location:7109:hastings,7109,7109,hobart,60260,Hastings (Tas.),Tasmania,39,41,43.9349,2,Hastings,Hastings 7109,,146.8879243,-43.400025,Hobart,ABC Radio Hobart,local_hobart
location:2489:hastings-point,2489,2489,northcoast,11868,Hastings Point,New South Wales,475,641,1.9192,27,Hastings Point,Hastings Point 2489,,153.5719687,-28.36254078,North Coast ,ABC North Coast ,local_northcoast
location:2440:hat-head,2440,2440,midnorthcoast,11869,Hat Head,New South Wales,298,311,34.5342,29,Hat Head,Hat Head 2440,,153.0657215,-31.0552564,Mid North Coast ,ABC Mid North Coast ,local_midnorthcoast
location:2715:hatfield,2715,2715,riverina,11870,Hatfield,New South Wales,12,11,1822.4955,2,Hatfield,Hatfield 2715,,143.6847688,-33.74705515,Riverina,ABC Riverina,local_riverina
location:5280:hatherleigh,5280,5280,southeastsa,40565,Hatherleigh,South Australia,65,131,88.7428,1,Hatherleigh,Hatherleigh 5280,,140.28919,-37.48830253,South East SA ,ABC South East SA ,local_southeastsa
location:3501:hattah,3501,3501,milduraswanhill,21137,Hattah,Victoria,9,27,866.053,15,Hattah,Hattah 3501,,142.3314115,-34.71996275,Mildura-Swan Hill ,ABC Mildura-Swan Hill ,local_milduraswanhill
location:6356:hatter-hill,6356,6356,greatsouthern,50615,Hatter Hill,Western Australia,0,0,1594.7262,2,Hatter Hill,Hatter Hill 6356,,120.1323975,-32.88526846,Great Southern,ABC Great Southern,local_greatsouthern
location:4341:hatton-vale,4341,4341,brisbane,31314,Hatton Vale,Queensland,514,1509,21.6825,20,Hatton Vale,Hatton Vale 4341,,152.48152,-27.56238235,Brisbane,ABC Radio Brisbane,local_brisbane
location:3465:havelock,3465,3465,ballarat,21138,Havelock,Victoria,36,72,27.8123,5,Havelock,Havelock 3465,,143.7851649,-36.96741232,Ballarat,ABC Ballarat,local_ballarat
location:3401:haven,3401,3401,wimmera,21139,Haven,Victoria,462,1297,27.6088,12,Haven,Haven 3401,,142.1942644,-36.76071844,Wimmera ,ABC Wimmera ,local_westernvic
location:7320:havenview,7320,7320,northtas,60261,Havenview,Tasmania,293,712,3.1487,22,Havenview,Havenview 7320,,145.9106426,-41.08675606,Northern Tasmania,ABC Northern Tasmania,local_northtas
location:2850:havilah,2850,2850,upperhunter,11871,Havilah (NSW),New South Wales,11,22,43.3821,2,Havilah,Havilah 2850,,149.7637622,-32.63082073,Upper Hunter,ABC Upper Hunter,local_upperhunter
location:3737:havilah,3737,3737,goulburnmurray,21140,Havilah (Vic.),Victoria,13,21,7.4543,3,Havilah,Havilah 3737,,146.9080946,-36.62225233,Goulburn-Murray ,ABC Goulburn-Murray ,local_goulburnmurray
location:2614:hawker,2614,2614,canberra,80071,Hawker (ACT),Australian Capital Territory,1273,2942,1.9345,45,Hawker,Hawker 2614,,149.036663,-35.24706565,Canberra,ABC Radio Canberra,local_canberra
location:5434:hawker,5434,5434,northandwest,40566,Hawker (SA),South Australia,239,340,928.3562,15,Hawker,Hawker 5434,,138.4701713,-31.85648269,North and West SA ,ABC North and West SA ,local_northandwest
location:2777:hawkesbury-heights,2777,2777,sydney,11872,Hawkesbury Heights,New South Wales,165,459,2.9929,5,Hawkesbury Heights,Hawkesbury Heights 2777,,150.6433552,-33.66716555,Sydney,ABC Radio Sydney,local_sydney
location:3287:hawkesdale,3287,3287,southwestvic,21141,Hawkesdale,Victoria,141,318,221.5041,5,Hawkesdale,Hawkesdale 3287,,142.2865766,-38.08709851,Southwestvic,ABC South West Vic,local_southwestvic
location:3862:hawkhurst,3862,3862,gippsland,21142,Hawkhurst,Victoria,5,3,37.5984,1,Hawkhurst,Hawkhurst 3862,,147.1694667,-37.44487906,Gippsland,ABC Gippsland,local_gippsland
location:4850:hawkins-creek,4850,4850,northqld,31315,Hawkins Creek,Queensland,83,217,111.379,3,Hawkins Creek,Hawkins Creek 4850,,146.1163365,-18.57540105,North Queensland ,ABC North Queensland ,local_northqld
location:2324:hawks-nest,2324,2324,newcastle,11873,Hawks Nest,New South Wales,1531,1234,33.7719,76,Hawks Nest,Hawks Nest 2324,,152.2286867,-32.70767313,Newcastle,ABC Newcastle,local_newcastle
location:4626:hawkwood,4626,4626,southqld,31316,Hawkwood,Queensland,29,27,1157.0168,6,Hawkwood,Hawkwood 4626,,150.8446281,-25.84403269,Southern Queensland,ABC Southern Queensland,local_southqld
location:7307:hawley-beach,7307,7307,northtas,60262,Hawley Beach,Tasmania,314,488,4.7475,18,Hawley Beach,Hawley Beach 7307,,146.5471719,-41.12409587,Northern Tasmania,ABC Northern Tasmania,local_northtas
location:5607:hawson,5607,5607,eyre,40567,Hawson,South Australia,55,121,13.1943,1,Hawson,Hawson 5607,,135.7869676,-34.68162351,Eyre Peninsula ,ABC Eyre Peninsula ,local_eyre
location:3122:hawthorn,3122,3122,melbourne,21143,Hawthorn (Vic.),Victoria,11556,23473,5.8773,346,Hawthorn,Hawthorn 3122,,145.0320056,-37.82476222,Melbourne,ABC Radio Melbourne,local_melbourne
location:5062:hawthorn,5062,5062,adelaide,40568,Hawthorn (SA),South Australia,953,2170,1.0642,28,Hawthorn,Hawthorn 5062,,138.6041416,-34.97100962,Adelaide,ABC Radio Adelaide,local_adelaide
location:3123:hawthorn-east,3123,3123,melbourne,21144,Hawthorn East,Victoria,6710,14344,3.4843,175,Hawthorn East,Hawthorn East 3123,,145.0500215,-37.83099418,Melbourne,ABC Radio Melbourne,local_melbourne
location:5051:hawthorndene,5051,5051,adelaide,40569,Hawthorndene,South Australia,1269,3305,5.4697,41,Hawthorndene,Hawthorndene 5051,,138.6385846,-35.02540974,Adelaide,ABC Radio Adelaide,local_adelaide
location:4171:hawthorne,4171,4171,brisbane,31317,Hawthorne,Queensland,2093,4984,1.363,61,Hawthorne,Hawthorne 4171,,153.0592015,-27.46370848,Brisbane,ABC Radio Brisbane,local_brisbane
location:2711:hay,2711,2711,riverina,11874,Hay (NSW),New South Wales,1237,2410,1946.9162,41,Hay,Hay 2711,,144.842719,-34.38422525,Riverina,ABC Riverina,local_riverina
location:6333:hay,6333,6333,greatsouthern,50616,Hay (WA),Western Australia,160,323,94.2572,7,Hay,Hay 6333,,117.4228155,-34.92399355,Great Southern,ABC Great Southern,local_greatsouthern
location:5204:hay-flat,5204,5204,adelaide,40570,Hay Flat,South Australia,25,49,30.1021,4,Hay Flat,Hay Flat 5204,,138.3211005,-35.50805764,Adelaide,ABC Radio Adelaide,local_adelaide
location:4740:hay-point,4740,4740,tropic,31318,Hay Point,Queensland,574,1338,24.6035,33,Hay Point,Hay Point 4740,,149.2736786,-21.29646424,Tropical North ,ABC Tropical North ,local_tropic
location:2711:hay-south,2711,2711,riverina,11875,Hay South,New South Wales,226,357,2297.0587,15,Hay South,Hay South 2711,,144.811688,-34.65521834,Riverina,ABC Riverina,local_riverina
location:5252:hay-valley,5252,5252,adelaide,40571,Hay Valley,South Australia,12,25,2.6638,1,Hay Valley,Hay Valley 5252,,138.9042574,-35.00344123,Adelaide,ABC Radio Adelaide,local_adelaide
location:5211:hayborough,5211,5211,adelaide,40572,Hayborough,South Australia,1453,2255,3.6355,48,Hayborough,Hayborough 5211,,138.6503735,-35.53127633,Adelaide,ABC Radio Adelaide,local_adelaide
location:7140:hayes,7140,7140,hobart,60263,Hayes,Tasmania,43,110,21.9457,1,Hayes,Hayes 7140,,146.9999592,-42.7392529,Hobart,ABC Radio Hobart,local_hobart
location:2850:hayes-gap,2850,2850,upperhunter,11876,Hayes Gap,New South Wales,9,16,51.6652,4,Hayes Gap,Hayes Gap 2850,,149.7342401,-32.56398872,Upper Hunter,ABC Upper Hunter,local_upperhunter
location:2000:haymarket,2000,2000,sydney,11877,Haymarket,New South Wales,2613,7363,0.518,40,Haymarket,Haymarket 2000,,151.2050383,-33.88099478,Sydney,ABC Radio Sydney,local_sydney
location:6112:haynes,6112,6112,perth,50617,Haynes,Western Australia,294,749,4.7541,10,Haynes,Haynes 6112,,115.9749512,-32.15470888,Perth,ABC Radio Perth,local_perth
location:2469:haystack,2469,2469,northcoast,11878,Haystack,New South Wales,8,6,26.0687,1,Haystack,Haystack 2469,,152.5424569,-28.66002081,North Coast ,ABC North Coast ,local_northcoast
location:2481:hayters-hill,2481,2481,northcoast,11879,Hayters Hill,New South Wales,13,27,2.4831,1,Hayters Hill,Hayters Hill 2481,,153.5822596,-28.67561555,North Coast ,ABC North Coast ,local_northcoast
location:2530:haywards-bay,2530,2530,illawarra,11880,Haywards Bay,New South Wales,342,1011,1.1726,12,Haywards Bay,Haywards Bay 2530,,150.7936931,-34.54443797,Illawarra,ABC Illawarra,local_illawarra
location:3966:hazel-park,3966,3966,gippsland,21145,Hazel Park,Victoria,27,41,12.5748,1,Hazel Park,Hazel Park 3966,,146.3843039,-38.63429014,Gippsland,ABC Gippsland,local_gippsland
location:2779:hazelbrook,2779,2779,sydney,11881,Hazelbrook,New South Wales,2025,4955,12.4995,63,Hazelbrook,Hazelbrook 2779,,150.4556628,-33.72833318,Sydney,ABC Radio Sydney,local_sydney
location:4515:hazeldean,4515,4515,brisbane,31319,Hazeldean,Queensland,155,265,86.4793,6,Hazeldean,Hazeldean 4515,,152.5404182,-27.03214093,Brisbane,ABC Radio Brisbane,local_brisbane
location:2787:hazelgrove,2787,2787,centralwest,11882,Hazelgrove,New South Wales,43,84,36.8923,5,Hazelgrove,Hazelgrove 2787,,149.8979837,-33.65570764,Central West,ABC Central West,local_centralwest
location:6055:hazelmere,6055,6055,perth,50618,Hazelmere,Western Australia,410,859,10.6381,21,Hazelmere,Hazelmere 6055,,116.0127433,-31.91714434,Perth,ABC Radio Perth,local_perth
location:6333:hazelvale,6333,6333,greatsouthern,50619,Hazelvale,Western Australia,50,71,52.9166,2,Hazelvale,Hazelvale 6333,,116.8220551,-34.9200656,Great Southern,ABC Great Southern,local_greatsouthern
location:3840:hazelwood,3840,3840,gippsland,21146,Hazelwood,Victoria,77,180,46.0481,5,Hazelwood,Hazelwood 3840,,146.3748726,-38.28857659,Gippsland,ABC Gippsland,local_gippsland
location:3840:hazelwood-north,3840,3840,gippsland,21147,Hazelwood North,Victoria,553,1493,66.6084,14,Hazelwood North,Hazelwood North 3840,,146.4786939,-38.27050071,Gippsland,ABC Gippsland,local_gippsland
location:5066:hazelwood-park,5066,5066,adelaide,40573,Hazelwood Park,South Australia,818,1856,0.9429,26,Hazelwood Park,Hazelwood Park 5066,,138.6561411,-34.93927232,Adelaide,ABC Radio Adelaide,local_adelaide
location:3840:hazelwood-south,3840,3840,gippsland,21148,Hazelwood South,Victoria,110,299,13.1103,3,Hazelwood South,Hazelwood South 3840,,146.4625437,-38.31698115,Gippsland,ABC Gippsland,local_gippsland
location:4741:hazledean,4741,4741,tropic,31320,Hazledean,Queensland,11,16,52.4326,2,Hazledean,Hazledean 4741,,148.9015762,-21.36415431,Tropical North ,ABC Tropical North ,local_tropic
location:4361:headington-hill,4361,4361,southqld,31321,Headington Hill,Queensland,33,58,45.9199,1,Headington Hill,Headington Hill 4361,,152.0308531,-27.91281328,Southern Queensland,ABC Southern Queensland,local_southqld
location:3777:healesville,3777,3777,melbourne,21149,Healesville,Victoria,3207,7461,141.7266,109,Healesville,Healesville 3777,,145.5493956,-37.66170976,Melbourne,ABC Radio Melbourne,local_melbourne
location:4825:healy,4825,4825,northwest,31322,Healy,Queensland,673,1897,2.4939,29,Healy,Healy 4825,,139.5013466,-20.74734279,North West Queensland ,ABC North West Queensland ,local_northwest
location:3981:heath-hill,3981,3981,gippsland,21150,Heath Hill,Victoria,65,160,27.677,3,Heath Hill,Heath Hill 3981,,145.7101605,-38.24346375,Gippsland,ABC Gippsland,local_gippsland
location:2233:heathcote,2233,2233,sydney,11883,Heathcote (NSW),New South Wales,2181,6009,10.1724,75,Heathcote,Heathcote 2233,,150.9941667,-34.08412367,Sydney,ABC Radio Sydney,local_sydney
location:3523:heathcote,3523,3523,centralvic,21151,Heathcote (Vic.),Victoria,1581,2792,131.0584,56,Heathcote,Heathcote 3523,,144.7224802,-36.91539487,Central Victoria,ABC Central Victoria,local_centralvic
location:3758:heathcote-junction,3758,3758,melbourne,21152,Heathcote Junction,Victoria,290,838,10.8336,9,Heathcote Junction,Heathcote Junction 3758,,145.0427433,-37.38221641,Melbourne,ABC Radio Melbourne,local_melbourne
location:3523:heathcote-south,3523,3523,centralvic,21153,Heathcote South,Victoria,18,14,23.1238,1,Heathcote South,Heathcote South 3523,,144.7111251,-37.01121683,Central Victoria,ABC Central Victoria,local_centralvic
location:2324:heatherbrae,2324,2324,newcastle,11884,Heatherbrae,New South Wales,291,500,12.8336,19,Heatherbrae,Heatherbrae 2324,,151.7354041,-32.78894532,Newcastle,ABC Newcastle,local_newcastle
location:3202:heatherton,3202,3202,melbourne,21154,Heatherton,Victoria,1019,2898,7.1165,36,Heatherton,Heatherton 3202,,145.0931949,-37.95606606,Melbourne,ABC Radio Melbourne,local_melbourne
location:5153:heathfield,5153,5153,adelaide,40574,Heathfield,South Australia,393,995,5.3248,17,Heathfield,Heathfield 5153,,138.7172434,-35.02834016,Adelaide,ABC Radio Adelaide,local_adelaide
location:3305:heathmere,3305,3305,southwestvic,21155,Heathmere,Victoria,101,242,64.9688,4,Heathmere,Heathmere 3305,,141.6252558,-38.21289896,Southwestvic,ABC South West Vic,local_southwestvic
location:3135:heathmont,3135,3135,melbourne,21156,Heathmont,Victoria,3761,9678,4.4617,112,Heathmont,Heathmont 3135,,145.2440252,-37.83080896,Melbourne,ABC Radio Melbourne,local_melbourne
location:5068:heathpool,5068,5068,adelaide,40575,Heathpool,South Australia,214,540,0.2418,7,Heathpool,Heathpool 5068,,138.6462984,-34.93142074,Adelaide,ABC Radio Adelaide,local_adelaide
location:6027:heathridge,6027,6027,perth,50620,Heathridge,Western Australia,2861,6668,3.7995,80,Heathridge,Heathridge 6027,,115.7601997,-31.76320329,Perth,ABC Radio Perth,local_perth
location:4110:heathwood,4110,4110,brisbane,31323,Heathwood,Queensland,867,2805,4.9486,26,Heathwood,Heathwood 4110,,152.9884921,-27.63982019,Brisbane,ABC Radio Brisbane,local_brisbane
location:4814:heatley,4814,4814,northqld,31324,Heatley,Queensland,1793,4019,2.0316,48,Heatley,Heatley 4814,,146.7535518,-19.29035268,North Queensland ,ABC North Queensland ,local_northqld
location:2330:hebden,2330,2330,upperhunter,11885,Hebden,New South Wales,20,39,106.8079,2,Hebden,Hebden 2330,,151.0668703,-32.33934193,Upper Hunter,ABC Upper Hunter,local_upperhunter
location:4486:hebel,4486,4486,southqld,31325,Hebel,Queensland,33,62,1696.6422,3,Hebel,Hebel 4486,,147.4171012,-28.91249621,Southern Queensland,ABC Southern Queensland,local_southqld
location:2770:hebersham,2770,2770,sydney,11886,Hebersham,New South Wales,1778,5683,1.6812,47,Hebersham,Hebersham 2770,,150.8238476,-33.74581961,Sydney,ABC Radio Sydney,local_sydney
location:2168:heckenberg,2168,2168,sydney,11887,Heckenberg,New South Wales,990,3109,0.9283,30,Heckenberg,Heckenberg 2168,,150.8898243,-33.90828218,Sydney,ABC Radio Sydney,local_sydney
location:5073:hectorville,5073,5073,adelaide,40576,Hectorville,South Australia,1778,3733,1.4486,49,Hectorville,Hectorville 5073,,138.6656877,-34.89305508,Adelaide,ABC Radio Adelaide,local_adelaide
location:2321:heddon-greta,2321,2321,newcastle,11888,Heddon Greta,New South Wales,753,2053,4.9211,20,Heddon Greta,Heddon Greta 2321,,151.5071925,-32.80772776,Newcastle,ABC Newcastle,local_newcastle
location:3967:hedley,3967,3967,gippsland,21157,Hedley,Victoria,73,127,87.9589,27,Hedley,Hedley 3967,,146.5568483,-38.70395007,Gippsland,ABC Gippsland,local_gippsland
location:3084:heidelberg,3084,3084,melbourne,21158,Heidelberg,Victoria,2921,6240,2.934,96,Heidelberg,Heidelberg 3084,,145.0699295,-37.75251907,Melbourne,ABC Radio Melbourne,local_melbourne
location:3081:heidelberg-heights,3081,3081,melbourne,21159,Heidelberg Heights,Victoria,2826,6085,2.0869,78,Heidelberg Heights,Heidelberg Heights 3081,,145.0534914,-37.74328536,Melbourne,ABC Radio Melbourne,local_melbourne
location:3081:heidelberg-west,3081,3081,melbourne,21160,Heidelberg West,Victoria,2431,5542,3.2131,88,Heidelberg West,Heidelberg West 3081,,145.0436062,-37.73814151,Melbourne,ABC Radio Melbourne,local_melbourne
location:2460:heifer-station,2460,2460,northcoast,11889,Heifer Station,New South Wales,3,8,152.5277,2,Heifer Station,Heifer Station 2460,,152.585252,-29.45669234,North Coast ,ABC North Coast ,local_northcoast
location:6056:helena-valley,6056,6056,perth,50621,Helena Valley,Western Australia,1468,3699,7.0921,36,Helena Valley,Helena Valley 6056,,116.0416805,-31.92047547,Perth,ABC Radio Perth,local_perth
